"Size","Condition","Product Name","Product Details","List Price","Image File Name1","Image File Name2","Image File Name3","Image File Name4","Image File Name5","Image File Name6","Image File Name7","Image File Name8","Image File Name9","Taxon info","Delivery Cost","Meta Description","Meta Keywords","standard shipping","priority shipping","overnight shipping"
"Photo size is 7.5 by 9.75.  Frame size is 12.5 by 14.85","like new","bird at feeder","Photo of a small blue and white bird with seed in its beak sitting on a feeder.",$15.00,"photo-bird at feeder.jpg",,,,,,,,,"Art",,"photo of bird at feeder","photo bird ",10,15,25
