"Author","Publisher","Condition","Copyright","Product Name","Product Details","List Price","Image File Name","Taxon info","Delivery Cost","Meta Description","Meta Keywords"
"Richard Scarry","Random House","Good for used. One page is creased. A light mark is on the cover. No tears.",1978,"Richard Scarry's Postman Pig and His Busy Neighbors","Postman Pig meets his neighbors as he makes his daily deliveries throughout Busytown. The Best Book Club Ever Selected Editions.",$2.00,"RichardScarrysPostmanPigAndHisBusyNeighbors.jpg","Books","VS_Standard","illustrated childrens book by Richard Scarry about community roles","illustrated childrens book community roles"
